        wavelength                  f_lam                  e_lam              telcor
 3865.599999999944 3.2342283023584464e-15 1.2137348174527735e-16                 1.0
 3866.299999999944  3.120503945335665e-15 1.2218493446902566e-16                 1.0
3866.9999999999436 3.3597648989957847e-15  1.233712375931405e-16                 1.0
3867.6999999999434  3.916636660217424e-15 1.2958717196045601e-16                 1.0
3868.3999999999432  5.999127293155389e-15 1.4726248557207628e-16                 1.0
 3869.099999999943  6.802899786582979e-15  1.531496159456826e-16                 1.0
 3869.799999999943  5.099043818198132e-15 1.4024189888495412e-16                 1.0
3870.4999999999427 3.3107159081949374e-15  1.218746391158134e-16                 1.0
3871.1999999999425  3.018178875114947e-15 1.2025024901092825e-16                 1.0
3871.8999999999423 2.9998809335589065e-15 1.1961024408606386e-16                 1.0
 3872.599999999942  3.242395571909662e-15 1.1938789945061373e-16                 1.0
 3873.299999999942  3.161623598536289e-15 1.1982692440447969e-16                 1.0
 3873.999999999942 3.2368804815849606e-15   1.21353241863243e-16                 1.0
3874.6999999999416  3.200806891062422e-15 1.2135055677201669e-16                 1.0
3875.3999999999414  2.915584756769922e-15  1.192399706137825e-16                 1.0
3876.0999999999412 2.9646536661462053e-15 1.1967307858504023e-16                 1.0
 3876.799999999941  3.058808511549914e-15   1.19434513065846e-16                 1.0
 3877.499999999941 3.0278277306921794e-15 1.1937251925243093e-16                 1.0
3878.1999999999407 3.2428219720148972e-15 1.1934421050805323e-16                 1.0
3878.8999999999405  2.939950044489684e-15 1.1834344292894133e-16                 1.0
3879.5999999999403 2.9802060373472622e-15 1.1885654237980393e-16                 1.0
  3880.29999999994 3.0145085663390863e-15 1.1886743764108665e-16                 1.0
  3880.99999999994 2.9753118548486916e-15  1.190072180115929e-16                 1.0
  3881.69999999994  2.953952532514334e-15  1.164424744689236e-16                 1.0
3882.3999999999396 2.8157576340473474e-15  1.170798135471142e-16                 1.0
3883.0999999999394 2.9701858368266995e-15 1.1829910991526503e-16                 1.0
3883.7999999999392 3.1143762088863815e-15  1.188110416040262e-16                 1.0
 3884.499999999939 3.1122143240899682e-15 1.1785310873351879e-16                 1.0
 3885.199999999939 2.9177480708942706e-15 1.1696954052956557e-16                 1.0
3885.8999999999387 3.0543819351941314e-15 1.1698745397727366e-16                 1.0
3886.5999999999385 3.2749431135725843e-15 1.1593380970374755e-16                 1.0
3887.2999999999383  3.178053515573533e-15 1.1711983625965834e-16                 1.0
 3887.999999999938  3.191348027796916e-15 1.1798066782321495e-16                 1.0
 3888.699999999938 3.5399669510861305e-15 1.2304817370215663e-16                 1.0
 3889.399999999938  3.624421400542013e-15 1.2330470215245256e-16                 1.0
3890.0999999999376  3.173368990473663e-15 1.1932745645769507e-16                 1.0
3890.7999999999374 2.8517158822054217e-15 1.1597602843812743e-16                 1.0
3891.4999999999372 3.0955705487269124e-15 1.1579722740238717e-16                 1.0
 3892.199999999937  2.977121826738432e-15 1.1578547628842776e-16                 1.0
 3892.899999999937  2.916999358662332e-15  1.151724253996071e-16                 1.0
3893.5999999999367  2.961821542120185e-15 1.1718674998149192e-16                 1.0
3894.2999999999365 2.8848643817569397e-15 1.1641644080463088e-16                 1.0
3894.9999999999363 2.8633271464962708e-15  1.151383156664871e-16                 1.0
 3895.699999999936 3.1714439026000877e-15 1.1563795240156709e-16                 1.0
 3896.399999999936 3.1945643061837848e-15  1.166779810855448e-16                 1.0
 3897.099999999936 2.9974627840940393e-15 1.1608575382790362e-16                 1.0
3897.7999999999356 2.9506791957299324e-15  1.141976512486376e-16                 1.0
3898.4999999999354 3.0409906253395684e-15 1.1574182688484656e-16                 1.0
3899.1999999999352 3.1147801585889646e-15 1.1510640429040169e-16                 1.0
 3899.899999999935 3.2142070690354984e-15 1.1663359906978415e-16                 1.0
 3900.599999999935 3.1455462776843673e-15  1.159866696535369e-16                 1.0
3901.2999999999347 3.1125104310642326e-15 1.1631142269872752e-16                 1.0
3901.9999999999345 3.1649748147051247e-15 1.1508155416636577e-16                 1.0
3902.6999999999343   3.21212012570001e-15 1.1439705171015027e-16                 1.0
 3903.399999999934 3.1608797653250196e-15  1.139291985697266e-16                 1.0
 3904.099999999934  3.080152518830881e-15 1.1333628406689012e-16                 1.0
 3904.799999999934 3.0250889363939715e-15  1.132857876934526e-16                 1.0
3905.4999999999336   3.09587753851402e-15 1.1382607457682036e-16                 1.0
3906.1999999999334 3.0110074815764104e-15 1.1375994993018688e-16                 1.0
3906.8999999999332  2.929058681211077e-15 1.1423051260716433e-16                 1.0
 3907.599999999933 2.9512647847299738e-15 1.1452363048460272e-16                 1.0
 3908.299999999933    2.8328853887193e-15 1.1454810934960097e-16                 1.0
